age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54.00,blue-collar,divorced,primary,no,-182.00,no,no,cellular,9.00,jul,98.00,1.00,-1.00,0.00,unknown,no
52.00,self-employed,single,tertiary,no,1623.00,yes,no,unknown,5.00,jun,21.00,17.00,-1.00,0.00,unknown,no
43.00,entrepreneur,married,tertiary,no,13342.00,yes,no,cellular,18.00,nov,465.00,1.00,-1.00,0.00,unknown,no
58.00,retired,single,primary,no,6570.00,no,no,cellular,21.00,jul,106.00,3.00,-1.00,0.00,unknown,no
53.00,admin.,married,secondary,no,225.00,yes,no,cellular,20.00,apr,304.00,1.00,340.00,1.00,failure,no
44.00,management,married,secondary,no,-665.00,no,no,cellular,30.00,jul,342.00,3.00,-1.00,0.00,unknown,no
29.00,management,single,tertiary,no,0.00,no,no,unknown,16.00,may,16.00,25.00,-1.00,0.00,unknown,no
27.00,services,single,secondary,no,54.00,yes,no,unknown,28.00,may,543.00,2.00,-1.00,0.00,unknown,yes
35.00,blue-collar,married,primary,no,46.00,no,no,cellular,8.00,jul,338.00,3.00,-1.00,0.00,unknown,no
40.00,self-employed,married,secondary,no,2.00,no,no,cellular,22.00,aug,197.00,5.00,-1.00,0.00,unknown,no
34.00,blue-collar,married,secondary,no,103.00,yes,yes,unknown,8.00,may,956.00,2.00,-1.00,0.00,unknown,no
38.00,admin.,single,secondary,no,883.00,yes,no,cellular,12.00,may,95.00,1.00,327.00,9.00,other,no
32.00,services,married,secondary,no,55.00,yes,no,unknown,15.00,may,546.00,9.00,-1.00,0.00,unknown,no
41.00,admin.,married,secondary,no,8238.00,yes,yes,unknown,30.00,may,124.00,4.00,-1.00,0.00,unknown,no
25.00,blue-collar,single,secondary,no,913.00,yes,no,cellular,7.00,jul,113.00,4.00,-1.00,0.00,unknown,no
38.00,blue-collar,divorced,secondary,no,595.00,yes,no,cellular,7.00,may,245.00,3.00,-1.00,0.00,unknown,no
26.00,technician,single,secondary,no,7.00,yes,no,cellular,22.00,jul,188.00,2.00,-1.00,0.00,unknown,no
37.00,technician,single,tertiary,no,1661.00,no,no,cellular,19.00,aug,199.00,5.00,-1.00,0.00,unknown,no
30.00,management,married,tertiary,no,102.00,yes,no,cellular,5.00,apr,470.00,7.00,426.00,3.00,other,yes
36.00,services,married,secondary,no,338.00,no,no,unknown,14.00,may,90.00,1.00,-1.00,0.00,unknown,no
33.00,management,married,secondary,no,3132.00,yes,no,unknown,23.00,may,350.00,5.00,-1.00,0.00,unknown,no
33.00,admin.,single,tertiary,no,490.00,yes,no,cellular,7.00,may,31.00,1.00,363.00,2.00,failure,no
35.00,management,married,tertiary,no,2682.00,yes,no,cellular,9.00,jul,156.00,1.00,-1.00,0.00,unknown,no
24.00,services,married,tertiary,no,0.00,yes,no,unknown,27.00,may,299.00,1.00,-1.00,0.00,unknown,no
29.00,unemployed,married,secondary,no,596.00,no,no,cellular,30.00,jan,510.00,2.00,-1.00,0.00,unknown,no
54.00,blue-collar,married,secondary,no,2059.00,yes,no,cellular,25.00,aug,177.00,4.00,-1.00,0.00,unknown,no
27.00,admin.,married,secondary,no,132.00,no,no,cellular,13.00,oct,123.00,2.00,-1.00,0.00,unknown,no
34.00,management,married,secondary,no,0.00,no,no,cellular,2.00,feb,270.00,1.00,-1.00,0.00,unknown,no
39.00,blue-collar,married,primary,no,385.00,yes,no,unknown,16.00,may,225.00,4.00,-1.00,0.00,unknown,no
38.00,management,married,tertiary,no,223.00,no,no,cellular,28.00,jan,63.00,1.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,0.00,yes,no,unknown,3.00,jun,247.00,13.00,-1.00,0.00,unknown,no
26.00,services,single,secondary,no,512.00,yes,yes,cellular,30.00,jan,206.00,5.00,239.00,3.00,failure,no
36.00,entrepreneur,married,tertiary,no,1169.00,yes,no,unknown,6.00,may,168.00,2.00,-1.00,0.00,unknown,no
35.00,management,single,tertiary,no,71.00,yes,no,unknown,21.00,may,836.00,12.00,-1.00,0.00,unknown,no
30.00,management,single,tertiary,no,940.00,no,no,cellular,8.00,aug,131.00,2.00,-1.00,0.00,unknown,no
25.00,technician,single,secondary,no,-80.00,yes,yes,unknown,3.00,jun,89.00,1.00,-1.00,0.00,unknown,no
34.00,technician,married,secondary,no,0.00,yes,no,cellular,29.00,aug,116.00,4.00,-1.00,0.00,unknown,no
52.00,unknown,married,unknown,no,1317.00,no,no,unknown,12.00,jun,58.00,1.00,-1.00,0.00,unknown,no
39.00,admin.,married,secondary,no,179.00,no,no,unknown,6.00,sep,36.00,1.00,-1.00,0.00,unknown,no
34.00,management,married,secondary,no,1007.00,yes,no,cellular,21.00,jul,240.00,2.00,-1.00,0.00,unknown,no
34.00,management,single,secondary,no,0.00,no,no,cellular,22.00,aug,132.00,4.00,-1.00,0.00,unknown,no
30.00,services,married,secondary,no,1286.00,yes,yes,cellular,17.00,jul,544.00,1.00,-1.00,0.00,unknown,no
33.00,services,married,secondary,no,804.00,yes,yes,unknown,8.00,may,266.00,1.00,-1.00,0.00,unknown,no
30.00,student,single,secondary,no,4.00,no,no,cellular,4.00,feb,443.00,2.00,-1.00,0.00,unknown,no
51.00,blue-collar,married,primary,no,0.00,yes,no,cellular,10.00,jul,324.00,1.00,-1.00,0.00,unknown,no
36.00,services,single,secondary,no,417.00,yes,no,cellular,6.00,feb,15.00,10.00,207.00,3.00,failure,no
48.00,blue-collar,married,primary,no,1678.00,no,no,cellular,28.00,jan,263.00,2.00,-1.00,0.00,unknown,no
37.00,services,divorced,secondary,no,532.00,yes,no,unknown,11.00,jun,199.00,1.00,-1.00,0.00,unknown,no
58.00,management,married,secondary,no,407.00,yes,no,cellular,29.00,jul,145.00,2.00,-1.00,0.00,unknown,no
56.00,management,divorced,tertiary,no,659.00,no,yes,cellular,2.00,jun,56.00,1.00,-1.00,0.00,unknown,no
34.00,blue-collar,married,secondary,no,393.00,yes,no,cellular,5.00,may,11.00,9.00,-1.00,0.00,unknown,no
33.00,admin.,divorced,secondary,no,661.00,yes,no,cellular,18.00,nov,411.00,1.00,173.00,2.00,other,no
26.00,services,single,secondary,no,0.00,no,no,cellular,29.00,jul,165.00,23.00,-1.00,0.00,unknown,no
40.00,management,single,unknown,no,838.00,yes,no,unknown,12.00,may,619.00,3.00,-1.00,0.00,unknown,no
35.00,services,married,secondary,no,195.00,yes,no,cellular,17.00,apr,203.00,1.00,-1.00,0.00,unknown,no
45.00,entrepreneur,married,secondary,no,68.00,yes,no,unknown,7.00,may,254.00,1.00,-1.00,0.00,unknown,no
37.00,technician,single,secondary,no,-242.00,yes,no,cellular,13.00,aug,1149.00,6.00,-1.00,0.00,unknown,yes
35.00,management,divorced,tertiary,no,321.00,yes,no,unknown,9.00,may,189.00,1.00,-1.00,0.00,unknown,no
43.00,services,single,secondary,no,3403.00,yes,no,cellular,12.00,nov,707.00,2.00,97.00,2.00,success,yes
28.00,blue-collar,married,secondary,no,8.00,yes,no,cellular,15.00,may,196.00,1.00,-1.00,0.00,unknown,no
32.00,blue-collar,divorced,secondary,no,739.00,yes,no,unknown,9.00,may,171.00,1.00,-1.00,0.00,unknown,no
26.00,unemployed,single,secondary,no,622.00,no,no,cellular,28.00,jan,1451.00,2.00,-1.00,0.00,unknown,yes
35.00,services,married,secondary,no,152.00,yes,no,unknown,2.00,jun,563.00,1.00,-1.00,0.00,unknown,yes
35.00,technician,single,secondary,no,2.00,no,no,cellular,11.00,aug,239.00,4.00,-1.00,0.00,unknown,no
39.00,blue-collar,married,secondary,no,1439.00,yes,no,telephone,28.00,jul,73.00,6.00,-1.00,0.00,unknown,no
42.00,blue-collar,divorced,secondary,no,1491.00,yes,no,cellular,6.00,may,203.00,2.00,334.00,2.00,failure,no
32.00,technician,single,secondary,no,6402.00,yes,no,cellular,6.00,may,158.00,1.00,167.00,1.00,success,no
30.00,unemployed,married,secondary,no,1210.00,no,no,cellular,9.00,jul,100.00,4.00,-1.00,0.00,unknown,no
26.00,management,single,tertiary,no,122.00,no,yes,cellular,8.00,jul,160.00,1.00,-1.00,0.00,unknown,no
30.00,student,single,secondary,no,0.00,yes,no,cellular,19.00,nov,661.00,1.00,-1.00,0.00,unknown,no
32.00,management,married,tertiary,no,62.00,yes,no,cellular,14.00,may,166.00,1.00,-1.00,0.00,unknown,no
47.00,services,married,secondary,no,3333.00,yes,yes,cellular,29.00,jul,114.00,2.00,-1.00,0.00,unknown,no
33.00,technician,married,tertiary,no,16992.00,yes,no,unknown,29.00,may,58.00,1.00,-1.00,0.00,unknown,no
57.00,blue-collar,married,primary,no,23.00,yes,no,telephone,31.00,jul,25.00,8.00,-1.00,0.00,unknown,no
35.00,admin.,married,secondary,no,0.00,yes,no,cellular,7.00,may,121.00,2.00,-1.00,0.00,unknown,no
53.00,technician,married,tertiary,no,6072.00,no,yes,unknown,16.00,jun,226.00,4.00,-1.00,0.00,unknown,no
24.00,retired,single,secondary,no,366.00,no,yes,unknown,16.00,may,234.00,2.00,-1.00,0.00,unknown,no
54.00,management,divorced,tertiary,no,0.00,no,yes,cellular,10.00,jul,88.00,1.00,-1.00,0.00,unknown,no
31.00,management,married,tertiary,no,1343.00,yes,yes,unknown,21.00,may,85.00,1.00,-1.00,0.00,unknown,no
41.00,entrepreneur,married,secondary,no,2105.00,yes,no,cellular,18.00,nov,134.00,1.00,-1.00,0.00,unknown,no
44.00,unknown,married,secondary,no,2319.00,no,no,cellular,4.00,aug,251.00,3.00,-1.00,0.00,unknown,no
35.00,services,single,secondary,no,35.00,yes,no,cellular,14.00,may,152.00,1.00,-1.00,0.00,unknown,no
30.00,management,married,tertiary,no,877.00,no,no,cellular,13.00,aug,202.00,1.00,83.00,5.00,failure,no
43.00,blue-collar,single,primary,no,30.00,yes,no,unknown,30.00,may,379.00,17.00,-1.00,0.00,unknown,no
51.00,entrepreneur,married,secondary,yes,-2082.00,no,yes,cellular,28.00,jul,123.00,6.00,-1.00,0.00,unknown,no
60.00,retired,married,secondary,no,89.00,no,no,cellular,30.00,apr,156.00,2.00,-1.00,0.00,unknown,no
43.00,self-employed,married,secondary,no,104.00,no,no,unknown,17.00,jun,332.00,1.00,-1.00,0.00,unknown,no
31.00,management,married,tertiary,no,1750.00,yes,no,telephone,14.00,may,90.00,3.00,-1.00,0.00,unknown,no
56.00,management,married,primary,no,772.00,yes,no,telephone,20.00,nov,291.00,1.00,-1.00,0.00,unknown,no
42.00,technician,married,secondary,no,1048.00,yes,no,telephone,6.00,feb,23.00,2.00,-1.00,0.00,unknown,no
52.00,entrepreneur,married,primary,no,592.00,no,no,cellular,21.00,jul,122.00,2.00,-1.00,0.00,unknown,no
40.00,technician,married,secondary,no,0.00,yes,yes,cellular,26.00,jul,105.00,2.00,172.00,1.00,failure,no
36.00,services,married,secondary,no,3064.00,yes,no,telephone,11.00,may,1143.00,4.00,-1.00,0.00,unknown,no
40.00,services,married,primary,no,33.00,no,no,unknown,26.00,may,70.00,3.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,secondary,no,0.00,yes,no,cellular,8.00,may,264.00,2.00,-1.00,0.00,unknown,no
32.00,admin.,single,secondary,no,1649.00,no,no,cellular,27.00,may,204.00,2.00,-1.00,0.00,unknown,no
31.00,housemaid,single,tertiary,no,287.00,yes,no,cellular,19.00,nov,182.00,1.00,-1.00,0.00,unknown,no
41.00,technician,divorced,secondary,no,0.00,yes,no,cellular,17.00,nov,386.00,2.00,-1.00,0.00,unknown,no
58.00,housemaid,married,primary,no,419.00,no,yes,unknown,5.00,jun,295.00,3.00,-1.00,0.00,unknown,no
36.00,services,married,secondary,no,257.00,yes,no,cellular,12.00,may,86.00,2.00,-1.00,0.00,unknown,no
52.00,technician,married,secondary,no,118.00,no,no,cellular,28.00,aug,16.00,20.00,-1.00,0.00,unknown,no
42.00,management,married,tertiary,no,251.00,no,no,cellular,20.00,aug,413.00,2.00,-1.00,0.00,unknown,no
32.00,management,single,tertiary,no,1731.00,yes,yes,unknown,29.00,may,323.00,3.00,-1.00,0.00,unknown,no
62.00,management,married,tertiary,no,0.00,no,no,cellular,13.00,oct,78.00,3.00,-1.00,0.00,unknown,no
31.00,technician,single,tertiary,no,23.00,no,no,cellular,25.00,aug,121.00,3.00,-1.00,0.00,unknown,no
41.00,blue-collar,single,secondary,yes,-386.00,no,yes,cellular,20.00,nov,477.00,1.00,-1.00,0.00,unknown,yes
34.00,self-employed,married,tertiary,no,5498.00,no,no,cellular,19.00,nov,265.00,1.00,-1.00,0.00,unknown,no
44.00,management,single,tertiary,no,5063.00,no,no,cellular,27.00,oct,418.00,2.00,-1.00,0.00,unknown,yes
42.00,blue-collar,married,primary,no,7041.00,yes,no,cellular,28.00,jul,386.00,4.00,-1.00,0.00,unknown,no
37.00,entrepreneur,single,secondary,no,654.00,no,no,unknown,19.00,may,594.00,2.00,-1.00,0.00,unknown,no
47.00,management,married,tertiary,no,1890.00,no,no,cellular,8.00,jul,161.00,1.00,-1.00,0.00,unknown,no
32.00,unemployed,married,secondary,no,2400.00,yes,yes,cellular,5.00,feb,450.00,3.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,secondary,no,519.00,yes,no,cellular,25.00,aug,217.00,6.00,-1.00,0.00,unknown,no
39.00,technician,single,tertiary,no,1190.00,no,no,cellular,8.00,aug,136.00,1.00,-1.00,0.00,unknown,no
28.00,services,single,secondary,no,229.00,yes,no,unknown,9.00,may,322.00,1.00,-1.00,0.00,unknown,no
26.00,student,single,secondary,no,203.00,no,no,cellular,16.00,nov,104.00,1.00,196.00,1.00,failure,no
52.00,technician,married,secondary,no,1818.00,no,yes,cellular,17.00,nov,189.00,2.00,111.00,4.00,failure,no
42.00,unemployed,married,secondary,no,1289.00,no,no,cellular,15.00,jul,250.00,4.00,415.00,2.00,failure,yes
33.00,technician,divorced,tertiary,no,39.00,no,no,cellular,19.00,aug,123.00,5.00,-1.00,0.00,unknown,no
73.00,retired,married,primary,no,796.00,no,no,cellular,23.00,oct,427.00,1.00,182.00,2.00,failure,yes
35.00,admin.,single,secondary,no,57.00,no,yes,cellular,8.00,jul,632.00,2.00,-1.00,0.00,unknown,no
40.00,management,married,tertiary,no,1548.00,yes,no,cellular,13.00,apr,101.00,3.00,-1.00,0.00,unknown,no
51.00,technician,married,secondary,no,117.00,no,no,cellular,24.00,aug,467.00,2.00,88.00,4.00,other,yes
37.00,admin.,single,secondary,no,0.00,yes,no,cellular,16.00,apr,640.00,2.00,-1.00,0.00,unknown,no
39.00,management,married,tertiary,no,691.00,yes,yes,cellular,16.00,apr,517.00,1.00,255.00,1.00,failure,no
28.00,blue-collar,married,secondary,no,64.00,yes,no,unknown,13.00,may,160.00,3.00,-1.00,0.00,unknown,no
49.00,technician,divorced,tertiary,no,0.00,yes,no,cellular,12.00,jun,177.00,3.00,-1.00,0.00,unknown,no
36.00,admin.,married,secondary,no,957.00,yes,no,unknown,21.00,may,206.00,1.00,-1.00,0.00,unknown,no
45.00,technician,married,secondary,no,118.00,yes,no,unknown,7.00,may,208.00,2.00,-1.00,0.00,unknown,no
29.00,technician,single,tertiary,no,218.00,yes,no,cellular,12.00,apr,169.00,1.00,-1.00,0.00,unknown,no
35.00,management,married,secondary,no,724.00,yes,no,cellular,14.00,jul,287.00,2.00,415.00,1.00,failure,yes
35.00,housemaid,married,tertiary,no,20.00,yes,yes,cellular,17.00,jul,505.00,3.00,-1.00,0.00,unknown,no
30.00,blue-collar,married,secondary,no,-28.00,yes,no,cellular,18.00,may,284.00,2.00,371.00,1.00,failure,no
46.00,blue-collar,married,primary,no,665.00,no,no,cellular,30.00,jan,89.00,4.00,235.00,2.00,failure,no
25.00,student,single,tertiary,no,5.00,no,no,cellular,29.00,sep,138.00,1.00,-1.00,0.00,unknown,no
36.00,management,married,tertiary,no,925.00,no,no,cellular,14.00,dec,321.00,3.00,189.00,4.00,success,yes
42.00,blue-collar,married,primary,no,2519.00,yes,no,unknown,15.00,may,262.00,4.00,-1.00,0.00,unknown,no
57.00,admin.,married,secondary,no,3927.00,no,no,cellular,13.00,oct,61.00,1.00,-1.00,0.00,unknown,no
42.00,management,divorced,tertiary,no,401.00,yes,no,cellular,24.00,jul,217.00,9.00,-1.00,0.00,unknown,no
29.00,management,married,tertiary,no,581.00,yes,yes,cellular,14.00,jul,192.00,2.00,-1.00,0.00,unknown,no
36.00,technician,married,tertiary,no,1327.00,no,no,cellular,29.00,oct,174.00,2.00,-1.00,0.00,unknown,no
31.00,unemployed,married,secondary,no,3242.00,no,no,unknown,25.00,jun,292.00,2.00,-1.00,0.00,unknown,no
59.00,technician,married,primary,no,3163.00,yes,no,unknown,29.00,may,240.00,2.00,-1.00,0.00,unknown,no
50.00,unemployed,divorced,secondary,no,32.00,no,no,cellular,4.00,aug,282.00,2.00,-1.00,0.00,unknown,no
47.00,admin.,married,secondary,no,310.00,yes,yes,telephone,14.00,aug,128.00,6.00,-1.00,0.00,unknown,no
46.00,housemaid,married,primary,no,0.00,no,no,telephone,2.00,feb,161.00,1.00,-1.00,0.00,unknown,no
26.00,blue-collar,single,primary,no,155.00,yes,no,cellular,29.00,jan,291.00,1.00,244.00,4.00,failure,no
31.00,services,single,secondary,no,11386.00,yes,no,cellular,20.00,nov,356.00,1.00,-1.00,0.00,unknown,no
30.00,services,married,tertiary,no,1380.00,yes,no,unknown,21.00,may,294.00,2.00,-1.00,0.00,unknown,no
47.00,blue-collar,single,unknown,no,2443.00,no,no,unknown,18.00,jun,422.00,1.00,-1.00,0.00,unknown,no
23.00,technician,single,tertiary,no,1129.00,yes,no,unknown,28.00,may,806.00,1.00,-1.00,0.00,unknown,yes
44.00,unemployed,single,primary,no,4232.00,no,no,unknown,16.00,jun,227.00,1.00,-1.00,0.00,unknown,no
42.00,self-employed,married,secondary,no,5564.00,no,no,cellular,17.00,nov,560.00,2.00,-1.00,0.00,unknown,no
32.00,services,single,secondary,no,-402.00,yes,no,cellular,17.00,apr,135.00,1.00,-1.00,0.00,unknown,no
28.00,admin.,single,secondary,no,1323.00,yes,no,unknown,3.00,jun,361.00,1.00,-1.00,0.00,unknown,no
57.00,retired,married,primary,no,1623.00,yes,yes,cellular,18.00,jul,246.00,1.00,-1.00,0.00,unknown,no
38.00,technician,married,tertiary,no,1042.00,yes,no,cellular,4.00,feb,419.00,2.00,-1.00,0.00,unknown,no
22.00,student,single,secondary,no,2488.00,no,no,cellular,8.00,nov,449.00,2.00,38.00,10.00,other,yes
54.00,admin.,married,secondary,no,865.00,yes,no,cellular,17.00,nov,71.00,1.00,-1.00,0.00,unknown,no
32.00,technician,married,tertiary,no,-1053.00,yes,no,cellular,21.00,jul,357.00,3.00,-1.00,0.00,unknown,no
32.00,management,married,tertiary,no,1667.00,yes,no,cellular,18.00,nov,164.00,2.00,179.00,3.00,failure,no
59.00,admin.,divorced,secondary,no,975.00,yes,no,unknown,15.00,may,263.00,4.00,-1.00,0.00,unknown,no
45.00,technician,married,secondary,no,2571.00,no,no,unknown,18.00,jun,146.00,2.00,-1.00,0.00,unknown,no
53.00,unknown,married,primary,no,732.00,no,no,cellular,27.00,oct,759.00,2.00,-1.00,0.00,unknown,yes
50.00,admin.,divorced,secondary,no,769.00,no,no,cellular,28.00,jul,72.00,2.00,363.00,4.00,failure,no
34.00,technician,married,secondary,no,-136.00,yes,yes,cellular,12.00,aug,131.00,2.00,-1.00,0.00,unknown,no
35.00,admin.,divorced,secondary,no,3636.00,no,yes,cellular,21.00,nov,808.00,2.00,-1.00,0.00,unknown,yes
30.00,management,married,tertiary,no,931.00,no,no,cellular,17.00,jul,1183.00,1.00,-1.00,0.00,unknown,no
62.00,housemaid,married,secondary,no,565.00,no,no,cellular,4.00,sep,123.00,3.00,-1.00,0.00,unknown,no
40.00,blue-collar,married,secondary,no,271.00,yes,no,unknown,29.00,may,483.00,2.00,-1.00,0.00,unknown,no
26.00,self-employed,single,tertiary,no,1153.00,no,no,cellular,4.00,may,238.00,3.00,-1.00,0.00,unknown,no
34.00,management,married,tertiary,no,-73.00,yes,no,cellular,11.00,jul,90.00,1.00,-1.00,0.00,unknown,no
50.00,unknown,married,unknown,no,558.00,no,no,cellular,9.00,jul,464.00,1.00,683.00,6.00,failure,yes
31.00,unknown,divorced,tertiary,no,137.00,no,no,cellular,22.00,aug,385.00,9.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,700.00,yes,no,unknown,23.00,may,240.00,2.00,-1.00,0.00,unknown,no
55.00,retired,married,primary,no,-966.00,no,yes,cellular,14.00,may,104.00,1.00,-1.00,0.00,unknown,no
34.00,admin.,married,secondary,no,96.00,no,no,cellular,29.00,aug,109.00,2.00,-1.00,0.00,unknown,no
58.00,retired,married,primary,no,4007.00,no,no,cellular,30.00,nov,598.00,4.00,-1.00,0.00,unknown,no
50.00,management,single,tertiary,no,567.00,yes,no,unknown,16.00,may,274.00,8.00,-1.00,0.00,unknown,no
31.00,technician,single,secondary,no,40.00,no,no,cellular,7.00,aug,123.00,2.00,-1.00,0.00,unknown,no
47.00,admin.,divorced,secondary,no,136.00,no,yes,cellular,23.00,jul,70.00,1.00,-1.00,0.00,unknown,no
38.00,self-employed,single,tertiary,no,917.00,yes,no,unknown,23.00,may,260.00,1.00,-1.00,0.00,unknown,no
46.00,management,single,tertiary,no,593.00,yes,no,cellular,29.00,jan,190.00,3.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,primary,no,505.00,yes,no,unknown,14.00,may,521.00,2.00,-1.00,0.00,unknown,no
34.00,blue-collar,married,secondary,no,2542.00,yes,no,cellular,14.00,may,228.00,1.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,5355.00,no,no,telephone,17.00,feb,466.00,4.00,-1.00,0.00,unknown,yes
38.00,student,single,tertiary,no,807.00,no,no,cellular,27.00,feb,74.00,2.00,-1.00,0.00,unknown,no
59.00,retired,married,secondary,no,9976.00,yes,no,unknown,29.00,may,57.00,2.00,-1.00,0.00,unknown,no
32.00,admin.,married,secondary,no,0.00,no,no,cellular,30.00,jan,119.00,3.00,-1.00,0.00,unknown,no
55.00,management,married,tertiary,no,540.00,no,no,cellular,19.00,nov,124.00,2.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,secondary,no,280.00,yes,yes,cellular,31.00,jul,65.00,50.00,-1.00,0.00,unknown,no
56.00,management,divorced,tertiary,no,-59.00,no,yes,cellular,28.00,jul,127.00,6.00,-1.00,0.00,unknown,no
27.00,admin.,married,secondary,yes,-517.00,yes,no,cellular,14.00,jul,172.00,3.00,-1.00,0.00,unknown,no
42.00,unemployed,single,secondary,no,2613.00,yes,no,cellular,30.00,jul,174.00,6.00,-1.00,0.00,unknown,no
42.00,student,married,unknown,no,-7.00,no,no,telephone,31.00,jul,41.00,6.00,-1.00,0.00,unknown,no
41.00,blue-collar,married,primary,no,0.00,yes,no,unknown,30.00,may,232.00,3.00,-1.00,0.00,unknown,no
53.00,retired,divorced,secondary,yes,-200.00,no,yes,unknown,6.00,jun,161.00,1.00,-1.00,0.00,unknown,no
67.00,retired,married,primary,no,2301.00,no,no,cellular,16.00,apr,124.00,1.00,-1.00,0.00,unknown,no
53.00,housemaid,married,primary,no,104.00,no,yes,unknown,5.00,jun,701.00,1.00,-1.00,0.00,unknown,yes
33.00,blue-collar,married,primary,no,191.00,yes,no,unknown,9.00,may,162.00,2.00,-1.00,0.00,unknown,no
31.00,technician,single,unknown,no,694.00,yes,no,unknown,6.00,jun,431.00,2.00,-1.00,0.00,unknown,no
